all_emo_word_count	all_emo_word_count_multi	author	avg_neg_dist	avg_pos_dist	datetime	digest	keywordlist	mood	neg_amp_val	neg_amp_val_per_word	neg_emo_word_count	neg_emo_word_count_multi	neg_words_list	page_id	pagesignature	parse_date	pos_amp_val	pos_amp_val_per_word	pos_emo_word_count	pos_emo_word_count_multi	pos_words_list	post_id	postsignature	ratio_all_emo_vs_total	ratio_neg_emo_vs_total	ratio_pos_emo_vs_neg_emo	ratio_pos_emo_vs_total	rawdatetime	sale	sellscore	spam	spamscore	text	text_segmented	title	type	url	
0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ttbikeshop	0	0	2015-01-15 11:49:00	87b48b1ed9baa9d66c496456ee407975		neutral	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_913_1147042	2015-01-15 14:12:40	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_913_1147042_0	0	0	999	0	  วันนี้, 11:49 	0	-0.0	1	-0.0	 -   	 - 	แว่นตา Bluetooth ไม่ต้องหยิบโทรศัพท์มารับขณะปั่นจักรยาน เพื่อความปลอดภัยของนักปั่นทุกท่าน	post	http://www.thaimtb.com/forum/viewtopic.php?f=913&p=11620647&t=1147042	
0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ttbikeshop	0	0	2015-01-15 11:50:00	87b48b1ed9baa9d66c496456ee407975		neutral	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_913_1147045	2015-01-15 14:12:40	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_913_1147045_0	0	0	999	0	  วันนี้, 11:50 	0	-0.0	1	-0.0	 -   	 - 	คลีตเสือหมอบเสือภูเขา ยี่ห้อ Tiebao ทรงเดียวกับ Shimano ราคาประหยัด	post	http://www.thaimtb.com/forum/viewtopic.php?f=913&p=11620655&t=1147045	
0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Daieishi	0	0	2015-01-15 11:32:00	4c632f2e508513d9d79125e143616de0	ย	neutral	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_536_1147019	2015-01-15 14:12:40	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_536_1147019_0	0	0	999	0	  วันนี้, 11:32 	0	-0.0	0	-0.0	ย	ย 	ราคาประหยัด    บาท     บาท เท่านั้น MMJ ชุดปั่นจักรยานแบนด์ไทย สินค้าคุณภาพ	post	http://www.thaimtb.com/forum/viewtopic.php?f=536&p=11620544&t=1147019	
0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	annop_bb	0	0	2015-01-15 11:17:00	d41d8cd98f00b204e9800998ecf8427e		neutral	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_633_1147002	2015-01-15 14:12:40	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_633_1147002_0	0	0	999	0	  วันนี้, 11:17 	0	-0.0	1	-0.0			  อะไหล่ชิ้้นเล็ก ลูกปืนเม็ดSKF น้อตยึดขากระติก ซี่ลวด ตัวหยุดสาย-ร้อยสายเกียร์,ร้อยสาย-รั้งสาย-ตั้งสายเบรค ผ้าดีสเบรค ผ้าวีเบรคผ	post	http://www.thaimtb.com/forum/viewtopic.php?f=633&t=1147002	
1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ragrave	0	0	2015-01-15 11:43:00	9fcfdf3da744be878b11f34779bd7611	oakley เลนส์ ลด เฟ เฟรม รม สินค้า จำหน่าย แว่น รนด์ บริษัท iridium ราม แบ	neutral	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_165_1147035	2015-01-15 14:12:40	1.0	0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	สวย 	0	www.thaimtb.com_165_1147035_0	0	0	999	0	  วันนี้, 11:43 	0	-0.0	0	-0.0	ร้าน TITSunglasses จำหน่ายแว่นตากันแดด กรอบแว่นสายตา นาฬิกาแบรนด์ชั้นนำระดับโลกทั้ง HiEnd และ Hi-Street ในราคาลดสูงสุดถึง  % ทุกชิ้นเป็นของแท้  % เราเป็นผู้นำเข้าอิสระ สินค้าทุกชิ้น Import จาก Authorized Dealer จากประเทศอังกฤษ และ อเมริกาเท่านั้น มีหน้าร้านเปิดให้บริการมากว่า  ปี อยู่ใกล้เซ็นทรัลพระราม   บริหารงานโดยบริษัท Thaiprasert International Trading Co.,LTD. ซึ่งทำธุรกิจด้าน Import-Export มานานกว่า  ปี มีความน่าเชื่อถือ  % มีเอกสารการนำเข้าสินค้าทุกชิ้นถูกต้องตามกฎหมาย ทางบริษัทของเราได้รับเป็น Authorized importer จาก Authorized Dealer ในประเทศอังกฤษ ของบริษัทแว่นระดับโลกเช่น Safilo, Oakley, Rayban และ อีกหลายแบรนด์ชั้นนำ เราส่งสินค้าให้กับร้านค้าต่าง มากมายกว่า    ร้านค้าทั่วไทย เพื่อจำหน่ายต่อ ดังนั้นเราอนุญาตให้ทุกท่านนำสินค้าของเรา ไปจำหน่ายต่อได้โดยไม่ต้องแจ้งให้ทราบ สินค้าโปรโมชั่นขายถูกที่สุดในโลก แว่นกันแดด Oakley เปลี่ยนเลนส์ได้ รุ่น Racing Jacket รหัส OO  -   เฟรม Polished Black เลนส์  ชุด VR   Blue Iridium + Light Grey สวยสุด  กระชับ น้ำหนักเบา ของแท้จากอเมริกา มาพร้อมกล่อง การ์ด ถุงผ้า เลนส์  ชุด ดั้งสำรอง โลโก้ที่ขาเปลี่ยนได้  สี สายรัดศีรษะครบชุด ราคาพิเศษเพียง  ,  บาท จากปกติ  ,  บาท ถูกที่สุดในโลกแน่นอน จำหน่ายแล้ววันนี้ที่ร้าน พร้อมบริการจัดส่งทั่วประเทศ สั่งซื้อหรือ สอบถามเพิ่มเติมได้ที่   -  -  ,   -  -  ,   -  -  ,   -  -  ,   -  -   Line ID  jiptit ตัวอย่าง แว่นแบรนด์ดังลดสูงสุดถึง  % ถูกที่สุดในไทย โล๊ะล้างสต็อก OAKLEY ทั้ง Holbrook, Frogskins และ Garage Rock ลดเหลือเพียง  ,  พร้อมส่งEMSฟรี มีให้เลือก  แบบ Oakley Holbrook OO  -   เฟรม Crystal Blue เลนส์ Grey Oakley Frogskins Special Edition Heritage   -   เฟรม Matte Clear เลนส์ Violet Iridium   -  -   Oakley Frogskins Special Edition Heritage   -   เฟรม Seafoam เลนส์ Grey   -  -   Oakley Garage Rock Fathom OO  -   เฟรม Neon Yellow เลนส์ Ice Iridium   -  -   OAKLEY ลด   -  % สินค้ามาใหม่ ลด   -  % ยังมีสินค้าอีกมากมาย อีกกว่าพันรายการที่นี่ สั่งซื้อหรือ สอบถามเพิ่มเติมได้ที่ หรือ   -  -  ,   -  -  ,   -  -  ,   -  -  ,   -  -   Line  jiptit หรือ จะเข้ามาอุดหนุนด้วยตัวเองที่ร้านก็ ยินดีต้อนรับครับ ร้าน TITSunglasses พระราม  ซ.   อยู่ใกล้เซ็นทรัลพระราม   เพียง  นาทีเท่านั้น เปิดทุกวัน จันทร์-อาทิตย์ ไม่มีวันหยุด ตั้งแต่  .  น.-  .  น. ครับ __ แว่น Oakley กันแดดและ สายตา ของแท้    จาก USA ราคาถูกเกินครึ่ง มีหลายรุ่น เชิญชมได้เลยครับ 	ร้าน TITSunglasses จำหน่าย แว่นตา กันแดด กรอบ แว่น สายตา นาฬิกา แบ รนด์ ชั้น นำ ระดับ โลก ทั้ง HiEnd และ Hi - Street ใน ราคา ลด สูง สุด ถึง % ทุก ชิ้น เป็น ของ แท้ % เรา เป็น ผู้ นำ เข้า อิสระ สินค้า ทุก ชิ้น Import จาก Authorized Dealer จาก ประเทศ อังกฤษ และ อเม ริ กา เท่านั้น มีหน้า ร้าน เปิด ให้ บริการ มาก ว่า ปี อยู่ ใกล้ เซ็น ทรัล พระ ราม บริหาร งาน โดย บริษัท Thaiprasert International Trading Co . , LTD . ซึ่ง ทำ ธุรกิจ ด้าน Import - Export มา นาน กว่า ปี มี ความ น่า เชื่อถือ % มี เอกสาร การนำ เข้า สินค้า ทุก ชิ้น ถูก ต้อง ตาม กฎหมาย ทาง บริษัท ของ เรา ได้ รับ เป็น Authorized importer จาก Authorized Dealer ใน ประเทศ อังกฤษ ของ บริษัท แว่น ระดับ โลก เช่น Safilo , Oakley , Rayban และ อีก หลาย แบ รนด์ ชั้น นำ เรา ส่ง สินค้า ให้ กับ ร้าน ค้า ต่าง มากมาย กว่า ร้าน ค้า ทั่ว ไทย เพื่อ จำหน่าย ต่อ ดังนั้น เรา อนุญาต ให้ ทุก ท่าน นำ สินค้า ของ เรา ไป จำหน่าย ต่อ ได้ โดย ไม่ ต้อง แจ้ง ให้ ทราบ สินค้า โป ร โม ชั่ นขา ย ถูก ที่สุด ใน โลก แว่น กันแดด Oakley เปลี่ยน เลนส์ ได้ รุ่น Racing Jacket รหัส OO - เฟ รม Polished Black เลนส์ ชุด VR Blue Iridium + Light Grey สวย สุด กระชับ น้ำหนัก เบา ของ แท้ จา กอ เม ริ กา มา พร้อม กล่อง การ์ด ถุง ผ้า เลนส์ ชุด ดั้ง สำรอง โลโก้ ที่ ขา เปลี่ยน ได้ สี สาย รัด ศีรษะ ครบ ชุด ราคา พิ เศษ เพียง , บาท จาก ปกติ , บาท ถูก ที่สุด ใน โลก แน่นอน จำหน่าย แล้ว วัน นี้ ที่ ร้าน พร้อม บริการ จัด ส่ง ทั่ว ประเทศ สั่ง ซื้อ หรือ สอบ ถาม เพิ่ม เติม ได้ที่ - - , - - , - - , - - , - - Line ID jiptit ตัวอย่าง แว่น แบ รนด์ ดัง ลด สูง สุด ถึง % ถูก ที่สุด ใน ไทย โล๊ะ ล้าง สต็ อก OAKLEY ทั้ง Holbrook , Frogskins และ Garage Rock ลด เหลือ เพียง , พร้อม ส่ง EMS ฟรี มี ให้ เลือก แบบ Oakley Holbrook OO - เฟ รม Crystal Blue เลนส์ Grey Oakley Frogskins Special Edition Heritage - เฟ รม Matte Clear เลนส์ Violet Iridium - - Oakley Frogskins Special Edition Heritage - เฟ รม Seafoam เลนส์ Grey - - Oakley Garage Rock Fathom OO - เฟ รม Neon Yellow เลนส์ Ice Iridium - - OAKLEY ลด - % สินค้า มา ใหม่ ลด - % ยัง มี สินค้า อีก มากมาย อีก กว่า พัน รายการ ที่ นี่ สั่ง ซื้อ หรือ สอบ ถาม เพิ่ม เติม ได้ที่ หรือ - - , - - , - - , - - , - - Line jiptit หรือ จะ เข้า มา อุดหนุน ด้วย ตัว เอง ที่ ร้าน ก็ ยินดี ต้อน ับ ครับ ร้าน TITSunglasses พระ ราม ซ . อยู่ ใกล้ เซ็น ทรัล พระ ราม เพียง นาที เท่านั้น เปิด ทุก วัน จันทร์ - อาทิตย์ ไม่ มี วัน หยุด ตั้งแต่ . น. - . น. ครับ _ _ แว่น Oakley กันแดด และ สายตา ของ แท้ จาก USA ราคา ถูก เกิน ครึ่ง มี หลาย รุ่น เชิญ ชม ได้ เลย ครับ 	ขายOakley Racing Jacketเลนส์  ชุด ของแท้ มือ   ขาย  บาท	post	http://www.thaimtb.com/forum/viewtopic.php?f=165&t=1147035	
13	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2]	blackcoffee	0	50	2015-01-15 11:12:00	b88c8ad0ff5d821fd6b9085bd6100db4	คุณ tel velo veloorange orange vo touring bike เบรค คุณภาพ สวย บัญชี วิ แฮนด์	positive	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_200_1146997	2015-01-15 14:12:41	14.0	1	13	[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2]	สนใจ สนใจ โดน ดี สวย สวย สวย ดี หล่อ สวย ดี ดี โดน 	0	www.thaimtb.com_200_1146997_0	0	0	999	0	  วันนี้, 11:12 	0	-15.6	0	-0.0	VO Alloy Chainguard ราคาตั้ง   ,   บาท ราคานี้ยังไม่รวมค่าส่ง    บาท ตัวกันโซ่ทำจากอลูมิเนียมขัดเงา ติดตั้งยึดกับกระโหลกครับ ความยาวทั้งช่วงอยู่ที่ขนาด    ซม. ใช้ได้กับรถจักรยานที่มีจานหน้าจานเดียวเท่านั้น ใช้ไม่ได้กับรถที่มีสับจานหน้าครับ มีขนาดตั้งแต่    ฟัน   T ,    ฟัน   T และ    ฟัน   T สนใจสินค้าสอบถามมาได้ครับ ติดต่อได้ทั้งทาง PM หรือ โทรมา   -  -   เลขที่บัญชีโอนเงินครับ ธ.ไทยพาณิชย์ บัญชีออมทรัพย์ สาขาย่อยบิ๊กซี เอ๊กซ์ตร้า หาดใหญ่ เลขที่   -  -   ชื่อบัญชี Attaporn Sukka ธ.กสิกรไทย บัญชีออมทรัพย์ สาขาคลองแงะ เลขที่   -  -  -   ชื่อบัญชี Attaporn Sukka สามารถสอบถามสินค้ารายการนี้ได้ที่ร้าน Teddy Bike  Vintage bicycles & parts คุณหมี Tel.   -  -   Bok Bok Bike Touring& Folding คุณหมา Tel.   -  -   Sabuy D Bike คุณวิม Tel.   -  -   Granny Bike คุณปาน Tel.   -  -   บ้านรถถีบมหาสารคาม TouringBikes คุณแป๊ะ Tel.   -  -   BO VELO Bangkok คุณโบว์ Tel.   -  -   Bike Eye View คุณเมย์ Tel.   -  -   Velo Fabric คุณกล้า Tel.   -      Tokyo Bike Shop คุณวิทย์ Tel.   -  -   Pedal Lane คุณยู Tel.   -  -   Jakkrayan Bikes Shop & Cafe จรัญฯ คุณนก Tel.   -  -   Citi Bike คุณผึ้ง Tel.   -  -   Thalang Bike Phuket คุณน้ำฝน Tel.   -  -   เร็วกว่าเดิน Faster than walk คุณจึง Tel.   -  -   Vee Bike Yala คุณวี Tel.   -  -   XP-Bikes & Lets Touring Tel.   -  -   The Adventure of Kangaroo สุขุมวิท    คุณโจ้   -  -   Cycling Addict คุณโทนี่   -  -   ร้านเจ เซอร์วิส พัทลุง คุณรั้ง   -  -   Big Mountain ปากช่อง คุณฮุย   -  -   ร้านค้าท่านใดสนใจเป็นตัวแทนสินค้า Velo Orange รับไปจำหน่ายที่ร้านของท่าน กรุณาโทรติดต่อได้ที่ คุณโจ้   -  -   รับรองได้ว่าลูกค้าของท่านจะประทับใจกับสินค้า Velo Orange แน่นอนครับ **Caseys Crazy Bar แฮนด์สำหรับทัวร์ริ่งขาลุย จาก Velo Orange** **Grand Cru Sabot Pedals บันไดทัวร์ริง หน้ากว้าง จาก Velo Orange** **อานหนังแท้ Velo Orange อานหนังคุณภาพสูงระดับแบรนด์ดัง ในราคาที่เบากว่า** **Modern-Vintage ต้องโดน ขากระติกสแตนเลส สีเงิน ดีไซน์สวยงาม จาก Velo Orange** **Stem สีเงิน สวยงาม วินเทจ คุณภาพเกินราคา จาก Velo Orange  Bike Cafe หาดใหญ่** **VO Saddle Loops ตัวช่วยพิเศษ สำหรับท่านที่อยากติดกระเป๋าหลัง จาก Velo Orange** **ชุดสายเบรคและ สายเกียร์ งานสวย คุณภาพดี หลากสีสันให้คุณได้เลือก จาก Velo Orange** **มือเบรคคลาสสิค สไตล์ฝรั่งเศส DC Guidonnet Brake Levers หล่อ/สวย ได้ทั้งแฮนด์หมอบ แฮนด์ตรง** **รองเท้า KEEN รองเท้าชื่อดังจาก USA เพื่อนักปั่นสไตล์ Adventure Touring** **Retroshift CX มือเบรคพร้อมชิพเตอร์ เปลี่ยนเกียร์ง่าย ใช้คล่องมือ ลองแล้วจะติดใจ** **ขากระติก DOM Monkii Cage ดีไซต์เก๋ ใช้งานสะดวก จาก Free Parable Design TW ** **Thumbie Shifter Mounts แปลง Bar-End Shifter ไว้บนแฮนด์แบบหรู  จาก Paul Component** **Paul C. Moon Unit ตัวดึงสายเบรคผีเสื้อ เพิ่มประสิทธิภาพในการดึงเบรคให้ดีขึ้น งาน CNC Made in USA.** เชิญชม ภาพบรรยากาศ ไบค์คาเฟ่ซันเดย์ทริป จักรยาน รอยยิ้ม และ มิตรภาพ VO Camargue ม้าป่าพันธ์แกร่ง เฟรมจักรยานท่องเที่ยว สไตล์ลุย  วิบาก VO Pass Hunter   c Sport-Touring จาก USA ที่ตอบโจทย์นักปั่นชาวไทยแบบโดนใจ VO Campeur ที่สุดของเฟรม Touring ขนานแท้ คุณภาพระดับโลก Full Load แบบเหนือชั้น VO Polyvalent MK   สุดยอดความสบาย เฟรมสไตล์ปั่นในเมืองและ ท่องเที่ยว Urban-Touring แผนที่ร้านครับ เปิดวันจันทร์-เสาร์   .  -  .   น. หยุดวันอาทิตย์ __ Keep Riding A Bicycle. __   _/,_ _ /  	VO Alloy Chainguard ราคา ตั้ง , บาท ราคา นี้ ยัง ไม่ รวม ค่า ส่ง บาท ตัว กัน โซ่ ทำ จาก อลู มิ เนียม ขัด เงา ติด ตั้ง ยึด กับ กระ โหล ก ครับ ความ ยาว ทั้ง ช่วง อยู่ ที่ ขนาด ซม . ใช้ได้ กับ รถจักรยาน ที่ มี จาน หน้า จาน เดียว เท่านั้น ใช้ ไม่ ได้ กับ รถ ที่ มี สับ จาน หน้า ครับ มี ขนาด ตั้งแต่ ฟัน T , ฟัน T และ ฟัน T สนใจ สินค้า สอบ ถาม มา ได้ ครับ ติดต่อ ได้ ทั้ง ทาง PM หรือ โทร มา - - เลข ที่ บัญชี โอน เงิน ครับ ธ. ไทย พา ณิชย์ บัญชี ออม ทรัพย์ สาขา ย่อย บิ๊ก ซี เอ๊กซ์ต ร้า หาด ใหญ่ เลข ที่ - - ชื่อ บัญชี Attaporn Sukka ธ. กสิกร ไทย บัญชี ออม ทรัพย์ สาขา คลอง แงะ เลข ที่ - - - ชื่อ บัญชี Attaporn Sukka สามารถ สอบ ถาม สินค้า รายการ นี้ ได้ที่ ร้าน Teddy Bike Vintage bicycles & parts คุณ หมี Tel . - - Bok Bok Bike Touring & Folding คุณ หมา Tel . - - Sabuy D Bike คุณ วิ ม Tel . - - Granny Bike คุณ ปาน Tel . - - บ้าน รถ ถีบ มหา สาร คาม TouringBikes คุณ แป๊ะ Tel . - - BO VELO Bangkok คุณ โบว์ Tel . - - Bike Eye View คุณ เมย์ Tel . - - Velo Fabric คุณ กล้า Tel . - Tokyo Bike Shop คุณ วิทย์ Tel . - - Pedal Lane คุณ ยู Tel . - - Jakkrayan Bikes Shop & Cafe จรัญฯ คุณ นก Tel . - - Citi Bike คุณ ผึ้ง Tel . - - Thalang Bike Phuket คุณ น้ำ ฝน Tel . - - เร็ว กว่า เดิน Faster than walk คุณ จึง Tel . - - Vee Bike Yala คุณ วี Tel . - - XP - Bikes & Lets Touring Tel . - - The Adventure of Kangaroo สุขุม วิ ท คุณ โจ้ - - Cycling Addict คุณ โท นี่ - - ร้าน เจ เซอร์ วิ ส พัท ลุง คุณ รั้ง - - Big Mountain ปาก ช่อง คุณ ฮุย - - ร้าน ค้า ท่าน ใด สนใจ เป็น ตัวแทน สินค้า Velo Orange รับ ไป จำหน่าย ที่ ร้าน ของ ท่าน กรุณา โทร ติดต่อ ได้ที่ คุณ โจ้ - - รับรอง ได้ ว่า ลูกค้า ของ ท่าน จะ ประทับใจ กับ สินค้า Velo Orange แน่นอน ครับ * * Caseys Crazy Bar แฮนด์ สำหรับ ทัวร์ริ่ง ขา ลุย จาก Velo Orange * * * * Grand Cru Sabot Pedals บันได ทัวร์ ริ ง หน้า กว้าง จาก Velo Orange * * * * อาน หนัง แท้ Velo Orange อาน หนัง คุณภาพ สูง ระดับ แบ รนด์ ดัง ใน ราคา ที่ เบา กว่า * * * * Modern - Vintage ต้อง โดน ขา กระติก ส แตน เลส สี เงิน ดี ไซน์ สวย งาม จาก Velo Orange * * * * Stem สี เงิน สวย งาม วิ น เท จ คุณภาพ เกิน ราคา จาก Velo Orange Bike Cafe หาด ใหญ่ * * * * VO Saddle Loops ตัว ช่วย พิ เศษ สำหรับ ท่าน ที่ อยาก ติด กระเป๋า หลัง จาก Velo Orange * * * * ชุด สาย เบรค และ สาย เกียร์ งาน สวย คุณภาพ ดี หลาก สี สัน ให้ คุณ ได้ เลือก จาก Velo Orange * * * * มือ เบรค คลา ส สิ ค สไตล์ ฝรั่ง เศส DC Guidonnet Brake Levers หล่อ / สวย ได้ ทั้ง แฮนด์ หมอบ แฮนด์ตรง * * * * รองเท้า KEEN รองเท้า ชื่อ ดัง จาก USA เพื่อ นัก ปั่น สไตล์ Adventure Touring * * * * Retroshift CX มือ เบรค พร้อม ชิ พเตอร์ เปลี่ยน เกียร์ ง่าย ใช้ คล่อง มือ ลอง แล้ว จะ ติดใจ * * * * ขา กระติก DOM Monkii Cage ดี ไซต์ เก๋ ใช้ งาน สะดวก จาก Free Parable Design TW * * * * Thumbie Shifter Mounts แปลง Bar - End Shifter ไว้ บน แฮนด์ แบบ หรู จาก Paul Component * * * * Paul C . Moon Unit ตัว ดึง สาย เบรค ผีเสื้อ เพิ่ม ประสิทธิภาพ ใน การ ดึง เบรค ให้ ดี ขึ้น งาน CNC Made in USA . * * เชิญ ชม ภาพ บรรยากาศ ไบค์ คา เฟ่ซันเดย์ท ริ ป จักรยาน รอย ยิ้ม และ มิตร ภาพ VO Camargue ม้า ป่า พันธ์ แกร่ง เฟรม จักรยาน ท่องเที่ยว สไตล์ลุย วิบาก VO Pass Hunter c Sport - Touring จาก USA ที่ ตอบ โจทย์ นัก ปั่น ชาว ไทย แบบ โดน ใจ VO Campeur ที่สุด ของ เฟ รม Touring ขนาน แท้ คุณภาพ ระดับ โลก Full Load แบบ เหนือ ชั้น VO Polyvalent MK สุด ยอด ความ สบาย เฟ รม สไตล์ ปั่น ใน เมือง และ ท่องเที่ยว Urban - Touring แผน ที่ ร้าน ครับ เปิด วัน จันทร์ - เสาร์ . - . น . หยุด วัน อาทิตย์ _ _ Keep Riding A Bicycle . _ _ _ / , _ _ / 	*ชุดกันโซ่สวยงาม VO Alloy Chainguard จาก Velo Orange  Bike Cafe หาดใหญ่*	post	http://www.thaimtb.com/forum/viewtopic.php?f=200&t=1146997	
0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	velodrome	0	0	2015-01-15 11:36:00	d41d8cd98f00b204e9800998ecf8427e		neutral	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_524_1147021	2015-01-15 14:12:39	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		1	www.thaimtb.com_524_1147021_1	0	0	999	0	  วันนี้, 11:36 	1	-0.0	1	-0.0				comment	http://www.thaimtb.com/forum/viewtopic.php?f=524&t=1147021	
0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	โอเล่087-4044456	0	0	2015-01-15 11:47:00	6a85becd1aed8c06a48deb1f4062493f	พรหม สนธิ	neutral	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_198_1147034	2015-01-15 14:12:40	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		1	www.thaimtb.com_198_1147034_1	0	0	999	0	  วันนี้, 11:47 	1	-0.0	1	-0.0	พรหมสนธิ 	พรหม สนธิ 		comment	http://www.thaimtb.com/forum/viewtopic.php?f=198&t=1147034	
0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	velodrome	0	0	2015-01-15 11:37:00	d41d8cd98f00b204e9800998ecf8427e		neutral	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_524_1147021	2015-01-15 14:12:39	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		2	www.thaimtb.com_524_1147021_2	0	0	999	0	  วันนี้, 11:37 	1	-0.0	1	-0.0				comment	http://www.thaimtb.com/forum/viewtopic.php?f=524&t=1147021	
3	[0, 1, 1, 1, 2, 3, 0, 1, 2, 2, 2, 3]	ไบค์สแควร์	0	46	2015-01-15 11:51:00	ce1ef356575757fd7a7797594540f57b	กระเป๋า roswheel แฮนค์ หน้า พับ sale ติด รถพับ แข็ง roswhell กดที่ ทรงแข็ง ติดหน้า salesale	positive	0	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		0	www.thaimtb.com_881_1147048	2015-01-15 14:12:42	3.5	2	3	[0, 1, 1, 1, 2, 3, 0, 1, 2, 2, 2, 3]	สนใจ สวย เยี่ยม 	0	www.thaimtb.com_881_1147048_0	0	0	999	0	  วันนี้, 11:51 	0	-0.0	0	-0.0	SALE SALE SALE กดที่นี้ครับ กระเป๋าหน้าแฮนค์ * รายการของน่าสนใจ กดที่หัวข้อได้เลยครับ  Roswheel เป้พับได้ สำหรับนักปั่น  กระเป๋าทัวร์ริ่ง Roshwheel แบบวางหลัง เหมาะสำหรับทริปสั้น  สำหรับวันหยุดแสนสบาย  เบาะแมงมุม VERTU Taiwan ของใหม่  Roswhell กระเป๋าหน้าติดแฮนค์ทรงแข็ง แบบใช้แป้นปลดเร็ว  Roswhell กระเป๋าหน้าแฮนค์ทัวริ่ง รถพับมีช่องใส่แผนที่  Roswheel กระเป๋าติดหน้าแฮนค์รถพับทรงแข็ง แบบกลม  Roswheel กระเป๋าพาดเฟรม ส้ม-ดำ สวยเท่มีสไตส์  Roswheel กระเป๋าใส่กล้องติดหน้าแฮนค์ __ เยี่ยมชมร้าน ไบค์ สแควร์ BIKE   โอนเงินที่  กสิกร    อุกฤษฏ์ LINE ID  ukritra TEL   	SALE SALE SALE กด ที่ นี้ ครับ กระเป๋า หน้า แฮนค์ * รายการ ของ น่า สนใจ กด ที่ หัวข้อ ได้ เลย ครับ Roswheel เป้ พับ ได้ สำหรับ นัก ปั่น กระเป๋า ทัวร์ริ่ง Roshwheel แบบ วาง หลัง เหมาะ สำหรับ ท ริ ป สั้น สำหรับ วัน หยุด แสน สบาย เบาะ แมง มุม VERTU Taiwan ของ ใหม่ Roswhell กระเป๋า หน้า ติด แฮนค์ ทรง แข็ง แบบ ใช้ แป้น ปลด เร็ว Roswhell กระเป๋า หน้า แฮนค์ทัวริ่ง รถ พับ มี ช่อง ใส่ แผน ที่ Roswheel กระเป๋า ติด หน้า แฮนค์ รถ พับ ทรง แข็ง แบบ กลม Roswheel กระเป๋า พาด เฟ รม ส้ม - ดำ สวย เท่ มี สไตส์ Roswheel กระเป๋า ใส่ กล้อง ติด หน้า แฮนค์ _ _ เยี่ยม ชม ร้าน ไบค์ สแควร์ BIKE โอน เงิน ที่ กสิกร อุกฤษฏ์ LINE ID ukritra TEL 	มาใหม่ Roswhell กระเป๋าหน้าแฮนค์ทรงแข็ง ใช้แป้นปลดเร็ว   บาท แถมซองใส่มือถือ ส่งฟรี	post	http://www.thaimtb.com/forum/viewtopic.php?f=881&p=11620662&t=1147048	
